YEAR,MONTH,DAY,Temperature
1980,12,11,-7.94
1980,12,12,-2.22
1980,12,13,-1.06
1980,12,14,-3.44
1980,12,15,-4.61
1980,12,16,-4.78
1980,12,17,-7.83
1980,12,18,0.72
1980,12,19,-7.89
1980,12,20,-11.44
1980,12,21,-9.56
1980,12,22,-6.56
1980,12,23,-1.33
1980,12,24,-3.44
1980,12,25,-13.78
1980,12,26,-9.22
1980,12,27,-7.89
1980,12,28,-4.56
1980,12,29,-0.67
1980,12,30,-3.0
1980,12,31,-4.06
1981,1,1,-5.11
1981,1,2,-7.11
1981,1,3,-12.17
1981,1,4,-17.11
1981,1,5,-12.22
1981,1,6,-7.72
1981,1,7,-8.5
1981,1,8,-12.72
1981,1,9,-11.22
1981,1,10,-11.33
1981,1,11,-13.39
1981,1,12,-13.33
1981,1,13,-8.22
1981,1,14,-5.61
1981,1,15,-3.67
1981,1,16,-4.28
1981,1,17,-8.94
1981,1,18,-5.5
1981,1,19,-1.94
1981,1,20,-0.89
1981,1,21,-3.22
1981,1,22,-1.17
1981,1,23,0.61
1981,1,24,-1.33
1981,1,25,-1.5
1981,1,26,4.83
1981,1,27,1.72
1981,1,28,-2.61
1981,1,29,-5.0
1981,1,30,-8.33
1981,1,31,-7.56
1981,2,1,-1.39
1981,2,2,-3.33
1981,2,3,-13.61
1981,2,4,-12.78
1981,2,5,-11.67
1981,2,6,-4.89
1981,2,7,-2.56
1981,2,8,-4.22
1981,2,9,-7.22
1981,2,10,-3.44
1981,2,11,-2.11
1981,2,12,-14.39
1981,2,13,-8.78
1981,2,14,-1.89
1981,2,15,1.5
1981,2,16,5.06
1981,2,17,5.33
1981,2,18,7.39
1981,2,19,8.78
1981,2,20,5.44
1981,2,21,2.5
1981,2,22,2.78
1981,2,23,6.78
1981,2,24,2.72
1981,2,25,2.28
1981,2,26,0.61
1981,2,27,-1.44
1981,2,28,4.89
1981,3,1,2.72
1981,3,2,0.56
1981,3,3,-3.0
1981,3,4,0.94
1981,3,5,0.39
1981,3,6,-1.06
1981,3,7,-3.0
1981,3,8,2.11
1981,3,9,3.44
1981,3,10,3.22
1981,3,11,0.28
1981,3,12,3.78
1981,3,13,3.22
1981,3,14,-1.39
1981,3,15,6.22
1981,3,16,-0.78
1981,3,17,-1.67
1981,3,18,-3.72
1981,3,19,-4.56
1981,3,20,-1.28
1981,3,21,1.39
1981,3,22,1.22
1981,3,23,3.5
1981,3,24,5.89
1981,3,25,4.56
1981,3,26,5.22
1981,3,27,7.17
1981,3,28,7.5
1981,3,29,16.06
1981,3,30,14.39
1981,3,31,14.06
1981,4,1,15.22
1981,4,2,11.28
1981,4,3,17.06
1981,4,4,16.94
1981,4,5,6.11
1981,4,6,3.67
1981,4,7,9.06
1981,4,8,15.72
1981,4,9,14.22
1981,4,10,11.61
1981,4,11,15.17
1981,4,12,8.17
1981,4,13,5.67
1981,4,14,10.28
1981,4,15,1.94
1981,4,16,7.39
1981,4,17,15.17
1981,4,18,14.28
1981,4,19,6.61
1981,4,20,5.22
1981,4,21,1.56
1981,4,22,7.06
1981,4,23,12.67
1981,4,24,6.83
1981,4,25,5.89
1981,4,26,6.94
1981,4,27,11.61
1981,4,28,13.94
1981,4,29,11.56
1981,4,30,11.56
1981,5,1,10.5
1981,5,2,8.72
1981,5,3,11.78
1981,5,4,16.17
1981,5,5,18.89
1981,5,6,9.11
1981,5,7,8.56
1981,5,8,12.11
1981,5,9,14.89
1981,5,10,12.11
1981,5,11,7.17
1981,5,12,9.83
1981,5,13,12.0
1981,5,14,10.61
1981,5,15,8.56
1981,5,16,14.22
1981,5,17,12.11
1981,5,18,8.89
1981,5,19,11.61
1981,5,20,14.39
1981,5,21,19.33
1981,5,22,22.56
1981,5,23,22.78
1981,5,24,23.0
1981,5,25,21.89
1981,5,26,22.61
1981,5,27,17.5
1981,5,28,16.44
1981,5,29,19.89
1981,5,30,19.61
1981,5,31,13.39
1981,6,1,15.33
1981,6,2,19.22
1981,6,3,22.17
1981,6,4,22.44
1981,6,5,22.67
1981,6,6,24.72
1981,6,7,20.56
1981,6,8,22.83
1981,6,9,21.28
1981,6,10,20.61
1981,6,11,21.72
1981,6,12,23.17
1981,6,13,20.56
1981,6,14,24.22
1981,6,15,28.89
1981,6,16,25.78
1981,6,17,19.56
1981,6,18,21.72
1981,6,19,22.61
1981,6,20,18.22
1981,6,21,21.28
1981,6,22,20.33
1981,6,23,19.06
1981,6,24,21.39
1981,6,25,24.67
1981,6,26,17.5
1981,6,27,18.78
1981,6,28,21.61
1981,6,29,26.72
1981,6,30,26.0
1981,7,1,21.39
1981,7,2,24.06
1981,7,3,24.39
1981,7,4,24.33
1981,7,5,25.06
1981,7,6,24.83
1981,7,7,28.28
1981,7,8,29.94
1981,7,9,29.56
1981,7,10,24.5
1981,7,11,26.61
1981,7,12,28.22
1981,7,13,28.94
1981,7,14,24.89
1981,7,15,22.22
1981,7,16,22.67
1981,7,17,24.67
1981,7,18,25.89
1981,7,19,26.78
1981,7,20,23.67
1981,7,21,23.06
1981,7,22,18.89
1981,7,23,19.0
1981,7,24,21.61
1981,7,25,23.94
1981,7,26,24.17
1981,7,27,21.0
1981,7,28,18.72
1981,7,29,18.78
1981,7,30,21.17
1981,7,31,22.0
1981,8,1,23.83
1981,8,2,25.11
1981,8,3,25.0
1981,8,4,25.78
1981,8,5,24.0
1981,8,6,22.72
1981,8,7,23.83
1981,8,8,21.83
1981,8,9,22.17
1981,8,10,24.39
1981,8,11,23.56
1981,8,12,23.0
1981,8,13,25.0
1981,8,14,25.0
1981,8,15,22.94
1981,8,16,20.33
1981,8,17,17.5
1981,8,18,17.39
1981,8,19,19.33
1981,8,20,20.22
1981,8,21,21.72
1981,8,22,21.78
1981,8,23,22.94
1981,8,24,23.22
1981,8,25,18.83
1981,8,26,21.5
1981,8,27,22.61
1981,8,28,23.44
1981,8,29,23.56
1981,8,30,22.61
1981,8,31,23.56
1981,9,1,24.33
1981,9,2,21.33
1981,9,3,19.83
1981,9,4,18.44
1981,9,5,19.44
1981,9,6,19.11
1981,9,7,19.67
1981,9,8,19.72
1981,9,9,15.56
1981,9,10,20.11
1981,9,11,23.33
1981,9,12,23.89
1981,9,13,22.33
1981,9,14,24.0
1981,9,15,17.94
1981,9,16,15.72
1981,9,17,13.11
1981,9,18,13.17
1981,9,19,15.94
1981,9,20,14.78
1981,9,21,12.17
1981,9,22,12.06
1981,9,23,11.89
1981,9,24,13.44
1981,9,25,16.5
1981,9,26,19.61
1981,9,27,20.83
1981,9,28,13.94
1981,9,29,12.44
1981,9,30,12.5
1981,10,1,15.28
1981,10,2,8.39
1981,10,3,9.22
1981,10,4,11.0
1981,10,5,16.17
1981,10,6,15.33
1981,10,7,10.94
1981,10,8,9.78
1981,10,9,10.44
1981,10,10,11.78
1981,10,11,11.67
1981,10,12,11.39
1981,10,13,12.06
1981,10,14,13.44
1981,10,15,15.5
1981,10,16,11.17
1981,10,17,10.78
1981,10,18,13.17
1981,10,19,5.72
1981,10,20,10.44
1981,10,21,9.94
1981,10,22,5.83
1981,10,23,5.11
1981,10,24,2.11
1981,10,25,5.67
1981,10,26,10.0
1981,10,27,11.83
1981,10,28,9.56
1981,10,29,8.83
1981,10,30,10.78
1981,10,31,12.39
1981,11,1,13.11
1981,11,2,14.17
1981,11,3,10.78
1981,11,4,11.72
1981,11,5,14.44
1981,11,6,9.0
1981,11,7,5.72
1981,11,8,9.11
1981,11,9,6.33
1981,11,10,3.44
1981,11,11,5.67
1981,11,12,3.61
1981,11,13,4.78
1981,11,14,6.5
1981,11,15,7.61
1981,11,16,7.83
1981,11,17,7.78
1981,11,18,9.0
1981,11,19,7.0
1981,11,20,5.56
1981,11,21,1.28
1981,11,22,1.11
1981,11,23,1.0
1981,11,24,2.11
1981,11,25,2.06
1981,11,26,5.22
1981,11,27,8.5
1981,11,28,4.0
1981,11,29,2.83
1981,11,30,1.67
1981,12,1,6.22
1981,12,2,5.78
1981,12,3,3.56
1981,12,4,3.94
1981,12,5,2.83
1981,12,6,1.83
1981,12,7,4.89
1981,12,8,3.89
1981,12,9,-2.83
1981,12,10,-2.94
1981,12,11,-2.06
1981,12,12,0.61
1981,12,13,0.94
1981,12,14,1.94
1981,12,15,1.44
1981,12,16,-0.44
1981,12,17,-2.11
1981,12,18,-5.33
1981,12,19,-6.44
1981,12,20,-4.83
1981,12,21,-4.11
1981,12,22,2.11
1981,12,23,2.39
1981,12,24,-3.5
1981,12,25,-3.94
1981,12,26,0.22
1981,12,27,2.22
1981,12,28,-0.61
1981,12,29,-0.83
1981,12,30,-7.89
1981,12,31,-0.22
1982,1,1,1.61
1982,1,2,-4.56
1982,1,3,3.17
1982,1,4,3.06
1982,1,5,-0.89
1982,1,6,2.22
1982,1,7,-3.94
1982,1,8,-8.56
1982,1,9,-10.06
1982,1,10,-16.89
1982,1,11,-16.11
1982,1,12,-9.44
1982,1,13,-6.78
1982,1,14,-6.22
1982,1,15,-9.06
1982,1,16,-11.39
1982,1,17,-21.28
1982,1,18,-14.67
1982,1,19,-7.44
1982,1,20,-5.17
1982,1,21,-6.11
1982,1,22,-10.94
1982,1,23,-1.33
1982,1,24,-11.11
1982,1,25,-11.44
1982,1,26,-7.89
1982,1,27,-7.44
1982,1,28,1.39
1982,1,29,-3.5
1982,1,30,1.06
1982,1,31,-3.67
1982,2,1,-7.11
1982,2,2,-6.78
1982,2,3,-2.83
1982,2,4,-8.11
1982,2,5,-9.44
1982,2,6,-9.5
1982,2,7,-14.33
1982,2,8,-7.78
1982,2,9,-8.06
1982,2,10,-15.28
1982,2,11,-15.89
1982,2,12,-10.0
1982,2,13,-5.94
1982,2,14,-2.11
1982,2,15,4.61
1982,2,16,3.33
1982,2,17,-0.06
1982,2,18,0.17
1982,2,19,1.5
1982,2,20,2.5
1982,2,21,3.22
1982,2,22,3.0
1982,2,23,2.94
1982,2,24,-3.06
1982,2,25,-6.61
1982,2,26,-5.83
1982,2,27,-3.22
1982,2,28,-2.67
1982,3,1,0.22
1982,3,2,-0.61
1982,3,3,-8.06
1982,3,4,-6.33
1982,3,5,-3.0
1982,3,6,-3.06
1982,3,7,-2.72
1982,3,8,-6.44
1982,3,9,-2.61
1982,3,10,-0.94
1982,3,11,6.33
1982,3,12,3.28
1982,3,13,7.44
1982,3,14,6.17
1982,3,15,3.78
1982,3,16,4.17
1982,3,17,5.67
1982,3,18,4.67
1982,3,19,4.39
1982,3,20,3.44
1982,3,21,4.72
1982,3,22,4.72
1982,3,23,5.28
1982,3,24,5.94
1982,3,25,5.0
1982,3,26,0.56
1982,3,27,-3.39
1982,3,28,-0.22
1982,3,29,4.61
1982,3,30,9.83
1982,3,31,12.89
1982,4,1,11.11
1982,4,2,4.67
1982,4,3,8.44
1982,4,4,-2.33
1982,4,5,-2.5
1982,4,6,-4.0
1982,4,7,-4.22
1982,4,8,-1.39
1982,4,9,1.89
1982,4,10,2.67
1982,4,11,3.28
1982,4,12,5.17
1982,4,13,11.11
1982,4,14,5.28
1982,4,15,8.61
1982,4,16,14.72
1982,4,17,16.78
1982,4,18,9.61
1982,4,19,14.11
1982,4,20,15.39
1982,4,21,6.78
1982,4,22,7.22
1982,4,23,13.11
1982,4,24,16.28
1982,4,25,17.22
1982,4,26,18.06
1982,4,27,9.44
1982,4,28,8.5
1982,4,29,10.39
1982,4,30,14.44
1982,5,1,17.33
1982,5,2,16.33
1982,5,3,16.17
1982,5,4,16.44
1982,5,5,18.83
1982,5,6,23.78
1982,5,7,21.5
1982,5,8,16.67
1982,5,9,14.17
1982,5,10,15.28
1982,5,11,19.94
1982,5,12,24.0
1982,5,13,21.11
1982,5,14,21.83
1982,5,15,20.39
1982,5,16,21.94
1982,5,17,22.0
1982,5,18,23.78
1982,5,19,23.22
1982,5,20,22.44
1982,5,21,15.72
1982,5,22,15.89
1982,5,23,16.83
1982,5,24,17.44
1982,5,25,15.72
1982,5,26,17.78
1982,5,27,19.83
1982,5,28,19.61
1982,5,29,21.89
1982,5,30,22.61
1982,5,31,23.39
1982,6,1,21.5
1982,6,2,19.17
1982,6,3,13.28
1982,6,4,15.28
1982,6,5,15.94
1982,6,6,19.39
1982,6,7,18.06
1982,6,8,21.33
1982,6,9,22.72
1982,6,10,21.33
1982,6,11,19.44
1982,6,12,21.0
1982,6,13,21.61
1982,6,14,21.72
1982,6,15,23.28
1982,6,16,18.22
1982,6,17,17.44
1982,6,18,21.78
1982,6,19,17.39
1982,6,20,17.89
1982,6,21,17.28
1982,6,22,19.56
1982,6,23,17.72
1982,6,24,19.67
1982,6,25,23.22
1982,6,26,21.17
1982,6,27,22.61
1982,6,28,23.72
1982,6,29,23.17
1982,6,30,20.39
1982,7,1,19.83
1982,7,2,21.72
1982,7,3,22.61
1982,7,4,20.78
1982,7,5,21.5
1982,7,6,25.61
1982,7,7,29.33
1982,7,8,26.44
1982,7,9,24.33
1982,7,10,26.17
1982,7,11,25.11
1982,7,12,24.22
1982,7,13,24.44
1982,7,14,24.94
1982,7,15,27.11
1982,7,16,28.83
1982,7,17,29.17
1982,7,18,29.72
1982,7,19,26.17
1982,7,20,22.61
1982,7,21,22.5
1982,7,22,23.83
1982,7,23,23.94
1982,7,24,24.17
1982,7,25,26.56
1982,7,26,27.17
1982,7,27,23.56
1982,7,28,23.61
1982,7,29,24.33
1982,7,30,25.89
1982,7,31,23.83
1982,8,1,25.0
1982,8,2,25.28
1982,8,3,23.39
1982,8,4,28.39
1982,8,5,25.22
1982,8,6,25.22
1982,8,7,26.83
1982,8,8,25.83
1982,8,9,25.22
1982,8,10,19.67
1982,8,11,19.33
1982,8,12,19.56
1982,8,13,21.56
1982,8,14,23.67
1982,8,15,24.5
1982,8,16,25.5
1982,8,17,25.06
1982,8,18,22.28
1982,8,19,24.56
1982,8,20,26.33
1982,8,21,19.72
1982,8,22,17.78
1982,8,23,22.61
1982,8,24,22.22
1982,8,25,21.72
1982,8,26,22.11
1982,8,27,20.89
1982,8,28,15.89
1982,8,29,15.33
1982,8,30,20.72
1982,8,31,22.06
1982,9,1,23.39
1982,9,2,23.94
1982,9,3,18.94
1982,9,4,18.28
1982,9,5,20.83
1982,9,6,20.44
1982,9,7,16.94
1982,9,8,15.67
1982,9,9,19.39
1982,9,10,22.5
1982,9,11,25.28
1982,9,12,26.33
1982,9,13,26.83
1982,9,14,26.22
1982,9,15,19.44
1982,9,16,17.28
1982,9,17,14.72
1982,9,18,17.39
1982,9,19,15.17
1982,9,20,16.39
1982,9,21,11.61
1982,9,22,12.22
1982,9,23,15.5
1982,9,24,16.11
1982,9,25,17.06
1982,9,26,17.33
1982,9,27,16.17
1982,9,28,16.44
1982,9,29,18.56
1982,9,30,19.28
1982,10,1,20.22
1982,10,2,16.28
1982,10,3,20.06
1982,10,4,16.5
1982,10,5,18.0
1982,10,6,22.67
1982,10,7,21.94
1982,10,8,17.06
1982,10,9,14.78
1982,10,10,17.28
1982,10,11,15.89
1982,10,12,13.5
1982,10,13,12.83
1982,10,14,12.28
1982,10,15,12.22
1982,10,16,7.17
1982,10,17,6.06
1982,10,18,11.61
1982,10,19,16.39
1982,10,20,13.94
1982,10,21,6.61
1982,10,22,6.22
1982,10,23,6.44
1982,10,24,6.06
1982,10,25,7.5
1982,10,26,10.17
1982,10,27,11.17
1982,10,28,15.06
1982,10,29,14.89
1982,10,30,12.5
1982,10,31,14.83
1982,11,1,15.94
1982,11,2,18.22
1982,11,3,13.17
1982,11,4,6.83
1982,11,5,1.5
1982,11,6,1.89
1982,11,7,5.83
1982,11,8,13.11
1982,11,9,6.28
1982,11,10,7.89
1982,11,11,14.17
1982,11,12,13.39
1982,11,13,2.61
1982,11,14,1.28
1982,11,15,0.67
1982,11,16,2.06
1982,11,17,4.44
1982,11,18,4.94
1982,11,19,10.61
1982,11,20,13.17
1982,11,21,12.78
1982,11,22,7.11
1982,11,23,8.33
1982,11,24,2.22
1982,11,25,-0.94
1982,11,26,1.78
1982,11,27,-0.89
1982,11,28,1.22
1982,11,29,6.78
1982,11,30,7.33
1982,12,1,12.61
1982,12,2,15.67
1982,12,3,18.61
1982,12,4,13.44
1982,12,5,11.61
1982,12,6,9.72
1982,12,7,3.94
1982,12,8,2.78
1982,12,9,-4.33
1982,12,10,-1.61
1982,12,11,-0.83
1982,12,12,-5.56
1982,12,13,-3.72
1982,12,14,1.22
1982,12,15,5.5
1982,12,16,2.72
1982,12,17,-2.5
1982,12,18,0.28
1982,12,19,3.06
1982,12,20,2.22
1982,12,21,1.06
1982,12,22,0.83
1982,12,23,5.06
1982,12,24,10.94
1982,12,25,14.22
1982,12,26,8.0
1982,12,27,4.06
1982,12,28,10.78
1982,12,29,0.22
1982,12,30,-4.17
1982,12,31,-1.94
1983,1,1,0.78
1983,1,2,1.61
1983,1,3,-2.11
1983,1,4,-1.06
1983,1,5,1.61
1983,1,6,1.72
1983,1,7,3.5
1983,1,8,0.78
1983,1,9,1.83
1983,1,10,5.94
1983,1,11,4.56
1983,1,12,-3.78
1983,1,13,-2.28
1983,1,14,1.56
1983,1,15,-0.83
1983,1,16,-7.83
1983,1,17,-7.28
1983,1,18,-11.17
1983,1,19,-8.94
1983,1,20,-7.0
1983,1,21,-3.0
1983,1,22,0.72
1983,1,23,2.5
1983,1,24,2.28
1983,1,25,1.56
1983,1,26,-4.11
1983,1,27,-4.28
1983,1,28,-2.22
1983,1,29,0.5
1983,1,30,3.83
1983,1,31,1.0
1983,2,1,0.5
1983,2,2,3.06
1983,2,3,3.72
1983,2,4,-4.56
1983,2,5,-5.11
1983,2,6,-3.11
1983,2,7,-2.0
1983,2,8,-2.72
1983,2,9,-2.89
1983,2,10,-6.5
1983,2,11,-6.17
1983,2,12,-6.0
1983,2,13,-2.78
1983,2,14,0.67
1983,2,15,4.0
1983,2,16,3.89
1983,2,17,4.33
1983,2,18,4.39
1983,2,19,4.78
1983,2,20,6.89
1983,2,21,6.83
1983,2,22,4.33
1983,2,23,5.44
1983,2,24,2.22
1983,2,25,-2.28
1983,2,26,-2.83
1983,2,27,2.17
1983,2,28,4.94
1983,3,1,5.72
1983,3,2,6.83
1983,3,3,5.94
1983,3,4,11.61
1983,3,5,8.72
1983,3,6,11.11
1983,3,7,13.06
1983,3,8,11.83
1983,3,9,6.28
1983,3,10,3.17
1983,3,11,0.33
1983,3,12,1.78
1983,3,13,4.78
1983,3,14,9.78
1983,3,15,7.28
1983,3,16,4.44
1983,3,17,6.39
1983,3,18,8.33
1983,3,19,7.94
1983,3,20,1.0
1983,3,21,-2.06
1983,3,22,-5.61
1983,3,23,-4.17
1983,3,24,-4.17
1983,3,25,-4.44
1983,3,26,1.17
1983,3,27,6.22
1983,3,28,5.67
1983,3,29,0.72
1983,3,30,-0.72
1983,3,31,2.56
1983,4,1,5.44
1983,4,2,6.28
1983,4,3,7.83
1983,4,4,6.83
1983,4,5,7.17
1983,4,6,5.61
1983,4,7,9.11
1983,4,8,6.22
1983,4,9,5.06
1983,4,10,8.33
1983,4,11,7.17
1983,4,12,7.83
1983,4,13,8.89
1983,4,14,13.28
1983,4,15,5.67
1983,4,16,4.44
1983,4,17,1.89
1983,4,18,-0.56
1983,4,19,0.5
1983,4,20,3.28
1983,4,21,8.5
1983,4,22,8.39
1983,4,23,10.78
1983,4,24,8.39
1983,4,25,7.89
1983,4,26,15.22
1983,4,27,20.72
1983,4,28,12.72
1983,4,29,9.5
1983,4,30,11.83
1983,5,1,9.39
1983,5,2,16.61
1983,5,3,9.94
1983,5,4,10.28
1983,5,5,9.89
1983,5,6,13.5
1983,5,7,18.61
1983,5,8,9.33
1983,5,9,6.72
1983,5,10,10.94
1983,5,11,15.72
1983,5,12,17.0
1983,5,13,17.22
1983,5,14,18.94
1983,5,15,13.0
1983,5,16,8.28
1983,5,17,9.44
1983,5,18,12.0
1983,5,19,14.89
1983,5,20,17.39
1983,5,21,17.39
1983,5,22,18.39
1983,5,23,18.28
1983,5,24,15.39
1983,5,25,16.39
1983,5,26,9.78
1983,5,27,11.61
1983,5,28,15.5
1983,5,29,17.33
1983,5,30,13.89
1983,5,31,12.89
1983,6,1,13.22
1983,6,2,15.83
1983,6,3,15.56
1983,6,4,15.61
1983,6,5,18.67
1983,6,6,15.06
1983,6,7,16.78
1983,6,8,13.78
1983,6,9,18.56
1983,6,10,23.0
1983,6,11,23.33
1983,6,12,25.83
1983,6,13,27.17
1983,6,14,27.0
1983,6,15,24.67
1983,6,16,24.0
1983,6,17,22.44
1983,6,18,21.56
1983,6,19,19.44
1983,6,20,22.56
1983,6,21,24.5
1983,6,22,25.06
1983,6,23,27.5
1983,6,24,25.22
1983,6,25,24.17
1983,6,26,27.17
1983,6,27,27.89
1983,6,28,20.17
1983,6,29,20.22
1983,6,30,23.22
1983,7,1,25.0
1983,7,2,27.11
1983,7,3,28.78
1983,7,4,26.78
1983,7,5,20.56
1983,7,6,16.39
1983,7,7,19.67
1983,7,8,23.17
1983,7,9,25.33
1983,7,10,20.5
1983,7,11,24.28
1983,7,12,28.61
1983,7,13,26.28
1983,7,14,26.83
1983,7,15,30.0
1983,7,16,30.17
1983,7,17,29.44
1983,7,18,27.11
1983,7,19,25.22
1983,7,20,28.61
1983,7,21,27.39
1983,7,22,23.56
1983,7,23,25.67
1983,7,24,25.44
1983,7,25,23.17
1983,7,26,23.72
1983,7,27,25.44
1983,7,28,25.5
1983,7,29,27.06
1983,7,30,24.44
1983,7,31,24.17
1983,8,1,24.5
1983,8,2,23.61
1983,8,3,24.83
1983,8,4,26.67
1983,8,5,24.56
1983,8,6,26.22
1983,8,7,27.22
1983,8,8,28.17
1983,8,9,22.78
1983,8,10,18.56
1983,8,11,21.28
1983,8,12,19.78
1983,8,13,20.44
1983,8,14,22.0
1983,8,15,23.39
1983,8,16,24.72
1983,8,17,25.61
1983,8,18,27.33
1983,8,19,27.0
1983,8,20,29.56
1983,8,21,24.28
1983,8,22,26.22
1983,8,23,23.67
1983,8,24,23.17
1983,8,25,24.11
1983,8,26,27.22
1983,8,27,27.67
1983,8,28,27.28
1983,8,29,26.0
1983,8,30,25.06
1983,8,31,22.94
1983,9,1,21.89
1983,9,2,22.67
1983,9,3,23.83
1983,9,4,25.67
1983,9,5,27.56
1983,9,6,27.67
1983,9,7,22.06
1983,9,8,21.0
1983,9,9,23.94
1983,9,10,29.56
1983,9,11,26.0
1983,9,12,19.67
1983,9,13,17.11
1983,9,14,14.94
1983,9,15,15.89
1983,9,16,17.67
1983,9,17,17.89
1983,9,18,22.39
1983,9,19,25.17
1983,9,20,25.0
1983,9,21,14.5
1983,9,22,9.94
1983,9,23,9.89
1983,9,24,11.78
1983,9,25,14.83
1983,9,26,17.33
1983,9,27,18.0
1983,9,28,18.5
1983,9,29,19.33
1983,9,30,18.5
1983,10,1,17.17
1983,10,2,19.5
1983,10,3,22.67
1983,10,4,22.83
1983,10,5,16.5
1983,10,6,14.89
1983,10,7,13.83
1983,10,8,16.5
1983,10,9,10.39
1983,10,10,8.94
1983,10,11,16.17
1983,10,12,18.06
1983,10,13,13.0
1983,10,14,7.11
1983,10,15,9.89
1983,10,16,13.33
1983,10,17,13.39
1983,10,18,9.89
1983,10,19,8.72
1983,10,20,8.94
1983,10,21,10.44
1983,10,22,11.56
1983,10,23,12.33
1983,10,24,11.11
1983,10,25,9.61
1983,10,26,7.06
1983,10,27,6.39
1983,10,28,14.39
1983,10,29,8.72
1983,10,30,4.28
1983,10,31,5.94
1983,11,1,10.94
1983,11,2,14.72
1983,11,3,10.11
1983,11,4,2.78
1983,11,5,6.0
1983,11,6,6.78
1983,11,7,10.61
1983,11,8,11.28
1983,11,9,11.78
1983,11,10,10.83
1983,11,11,3.78
1983,11,12,-1.33
1983,11,13,-1.67
1983,11,14,2.39
1983,11,15,5.5
1983,11,16,2.83
1983,11,17,2.56
1983,11,18,3.5
1983,11,19,8.33
1983,11,20,12.61
1983,11,21,9.06
1983,11,22,8.61
1983,11,23,9.61
1983,11,24,5.72
1983,11,25,1.33
1983,11,26,4.94
1983,11,27,4.11
1983,11,28,5.78
1983,11,29,2.44
1983,11,30,-0.89
1983,12,1,-2.56
1983,12,2,-1.83
1983,12,3,-0.44
1983,12,4,1.72
1983,12,5,3.28
1983,12,6,1.94
1983,12,7,-2.56
1983,12,8,-4.11
1983,12,9,-1.0
1983,12,10,-1.11
1983,12,11,0.56
1983,12,12,5.11
1983,12,13,2.83
1983,12,14,2.11
1983,12,15,1.22
1983,12,16,-1.89
1983,12,17,-4.56
1983,12,18,-6.67
1983,12,19,-12.22
1983,12,20,-9.33
1983,12,21,-5.83
1983,12,22,-1.39
1983,12,23,-16.5
1983,12,24,-17.22
1983,12,25,-18.0
1983,12,26,-17.94
1983,12,27,-9.0
1983,12,28,-5.11
1983,12,29,-8.5
1983,12,30,-15.17
1983,12,31,-12.89
1984,1,1,-4.44
1984,1,2,-2.0
1984,1,3,-1.28
1984,1,4,0.67
1984,1,5,1.06
1984,1,6,1.44
1984,1,7,-6.89
1984,1,8,-3.56
1984,1,9,-6.94
1984,1,10,-8.0
1984,1,11,-13.39
1984,1,12,-11.5
1984,1,13,-7.5
1984,1,14,-5.39
1984,1,15,-12.33
1984,1,16,-12.17
1984,1,17,-6.67
1984,1,18,-8.89
1984,1,19,-12.72
1984,1,20,-14.72
1984,1,21,-19.0
1984,1,22,-14.33
1984,1,23,-6.56
1984,1,24,1.44
1984,1,25,2.22
1984,1,26,1.44
1984,1,27,0.89
1984,1,28,-5.61
1984,1,29,-0.11
1984,1,30,-1.61
1984,1,31,-7.33
1984,2,1,-7.17
1984,2,2,-0.39
1984,2,3,3.78
1984,2,4,1.72
1984,2,5,-1.17
1984,2,6,-7.94
1984,2,7,-8.17
1984,2,8,-5.0
1984,2,9,-0.89
1984,2,10,3.11
1984,2,11,5.0
1984,2,12,6.67
1984,2,13,11.33
1984,2,14,9.06
1984,2,15,6.44
1984,2,16,2.72
1984,2,17,5.22
1984,2,18,6.89
1984,2,19,7.0
1984,2,20,4.17
1984,2,21,3.33
1984,2,22,5.11
1984,2,23,9.89
1984,2,24,7.17
1984,2,25,0.39
1984,2,26,-2.06
1984,2,27,-2.89
1984,2,28,-3.56
1984,2,29,-5.94
1984,3,1,-5.33
1984,3,2,-3.61
1984,3,3,-3.72
1984,3,4,-3.17
1984,3,5,0.78
1984,3,6,0.22
1984,3,7,-8.5
1984,3,8,-9.78
1984,3,9,-9.22
1984,3,10,-5.94
1984,3,11,-5.78
1984,3,12,-9.56
1984,3,13,-5.22
1984,3,14,-0.61
1984,3,15,1.78
1984,3,16,4.56
1984,3,17,-4.0
1984,3,18,-2.28
1984,3,19,-1.22
1984,3,20,1.72
1984,3,21,2.94
1984,3,22,1.61
1984,3,23,1.06
1984,3,24,2.39
1984,3,25,3.17
1984,3,26,1.56
1984,3,27,2.61
1984,3,28,4.33
1984,3,29,4.06
1984,3,30,4.78
1984,3,31,5.28
1984,4,1,6.61
1984,4,2,9.06
1984,4,3,6.0
1984,4,4,7.56
1984,4,5,5.72
1984,4,6,3.89
1984,4,7,6.0
1984,4,8,5.78
1984,4,9,7.89
1984,4,10,7.61
1984,4,11,7.39
1984,4,12,10.0
1984,4,13,12.5
1984,4,14,10.44
1984,4,15,10.67
1984,4,16,9.5
1984,4,17,4.94
1984,4,18,5.11
1984,4,19,7.67
1984,4,20,10.39
1984,4,21,9.56
1984,4,22,5.5
1984,4,23,7.11
1984,4,24,8.83
1984,4,25,13.0
1984,4,26,17.39
1984,4,27,17.5
1984,4,28,20.94
1984,4,29,16.06
1984,4,30,15.28
1984,5,1,9.67
1984,5,2,9.33
1984,5,3,10.94
1984,5,4,11.22
1984,5,5,11.67
1984,5,6,13.89
1984,5,7,15.5
1984,5,8,14.44
1984,5,9,8.11
